product_id,product_name,category,clothing_type,brand,list_price
357,Zudio Basics Kids Shoes #357,Kids,Shoes,Zudio Basics,776.98
358,Zudio Kids Kids Hoodies #358,Kids,Hoodies,Zudio Kids,1612.15
359,Zudio Denim Kids Jackets #359,Kids,Jackets,Zudio Denim,1337.9
360,Zudio Denim Kids T-shirts #360,Kids,T-shirts,Zudio Denim,1933.23
361,Zudio Denim Men Pants #361,Men,Pants,Zudio Denim,658.42
362,Zudio Kids Kids Sweaters #362,Kids,Sweaters,Zudio Kids,1997.24
363,Zudio Trend Kids T-shirts #363,Kids,T-shirts,Zudio Trend,1121.96
364,Zudio Denim Kids Sweaters #364,Kids,Sweaters,Zudio Denim,2330.91
365,Zudio Basics Kids Jackets #365,Kids,Jackets,Zudio Basics,1136.4
366,Zudio Basics Men Sweaters #366,Men,Sweaters,Zudio Basics,1404.84
367,Zudio Kids Women Dresses #367,Women,Dresses,Zudio Kids,1905.95
368,Zudio Kids Men Skirts #368,Men,Skirts,Zudio Kids,418.93
369,Zudio Denim Kids Pants #369,Kids,Pants,Zudio Denim,1331.29
370,Zudio Basics Women Sweaters #370,Women,Sweaters,Zudio Basics,1203.84
371,Zudio Active Men T-shirts #371,Men,T-shirts,Zudio Active,597.48
372,Zudio Kids Kids Shirts #372,Kids,Shirts,Zudio Kids,1445.28
373,Zudio Basics Women T-shirts #373,Women,T-shirts,Zudio Basics,2159.87
374,Zudio Active Kids Shirts #374,Kids,Shirts,Zudio Active,1698.35
375,Zudio Denim Kids Shirts #375,Kids,Shirts,Zudio Denim,2020.98
376,Zudio Trend Kids Shoes #376,Kids,Shoes,Zudio Trend,1129.63
377,Zudio Active Men Jackets #377,Men,Jackets,Zudio Active,900.92
378,Zudio Basics Women Dresses #378,Women,Dresses,Zudio Basics,1888.15
379,Zudio Denim Kids Dresses #379,Kids,Dresses,Zudio Denim,659.76
380,Zudio Trend Women Jeans #380,  Women  ,Jeans,Zudio Trend,1608.11
381,Zudio Active Women Pants #381,Women,Pants,Zudio Active,1515.47
382,Zudio Kids Kids Jeans #382,Kids,Jeans,Zudio Kids,2054.17
383,Zudio Active Kids T-shirts #383,Kids,T-shirts,Zudio Active,517.12
384,Zudio Active Women Shoes #384,Women,Shoes,Zudio Active,1109.97
385,Zudio Trend Kids Jeans #385,Kids,Jeans,Zudio Trend,726.03
386,Zudio Denim Men Dresses #386,Men,Dresses,Zudio Denim,1591.13
387,Zudio Denim Kids Shoes #387,Kids,Shoes,Zudio Denim,665.94
388,Zudio Denim Kids Dresses #388,  Kids  ,Dresses,Zudio Denim,1045.45
389,Zudio Kids Men Dresses #389,Men,Dresses,Zudio Kids,1356.81
390,Zudio Kids Women Jackets #390,Women,Jackets,Zudio Kids,1267.9
391,Zudio Active Women Hoodies #391,Women,Hoodies,Zudio Active,2358.15
392,Zudio Basics Men Jackets #392,Men,Jackets,Zudio Basics,2208.45
393,Zudio Active Kids Jackets #393,Kids,Jackets,Zudio Active,1737.46
394,Zudio Active Women Shoes #394,Women,Shoes,Zudio Active,1335.65
395,Zudio Kids Women Jackets #395,Women,Jackets,Zudio Kids,2365.37
396,Zudio Denim Women Pants #396,Women,Pants,Zudio Denim,1183.44
397,Zudio Trend Women Tops #397,Women,Tops,Zudio Trend,
398,Zudio Basics Kids Pants #398,Kids,Pants,Zudio Basics,2417.62
399,Zudio Kids Women Pants #399,WOMEN,Pants,Zudio Kids,1026.21
400,Zudio Active Women Shirts #400,Women,Shirts,Zudio Active,2188.56
401,Zudio Trend Kids Tops #401,Kids,Tops,Zudio Trend,1838.04
402,Zudio Basics Men Jeans #402,Men,Jeans,Zudio Basics,1624.45
403,Zudio Trend Men Shoes #403,Men,Shoes,Zudio Trend,329.16
404,Zudio Kids Men Sweaters #404,Men,Sweaters,Zudio Kids,2325.65
405,Zudio Kids Kids Pants #405,Kids,Pants,Zudio Kids,1584.32
406,Zudio Trend Men Jeans #406,Men,Jeans,Zudio Trend,360.03
407,Zudio Basics Men Dresses #407,Men,Dresses,Zudio Basics,1900.53
408,Zudio Basics Men Dresses #408,Men,Dresses,Zudio Basics,431.26
409,Zudio Denim Men Jackets #409,men,Jackets,Zudio Denim,1843.15
410,Zudio Active Kids Dresses #410,Kids,Dresses,Zudio Active,2300.21
411,Zudio Active Women Pants #411,Women,Pants,Zudio Active,563.17
412,Zudio Trend Women Sweaters #412,Women,Sweaters,Zudio Trend,631.1
413,Zudio Active Men Pants #413,Men,Pants,Zudio Active,2460.06
414,Zudio Active Men T-shirts #414,Men,T-shirts,Zudio Active,391.24
415,Zudio Denim Men Sweaters #415,Men,Sweaters,Zudio Denim,512.03
416,Zudio Denim Kids Shoes #416,Kids,Shoes,Zudio Denim,1392.97
417,Zudio Denim Men T-shirts #417,Men,T-shirts,Zudio Denim,527.95
418,Zudio Trend Men Shoes #418,Men,Shoes,Zudio Trend,728.59
419,Zudio Denim Women Shirts #419,Women,Shirts,Zudio Denim,953.69
420,Zudio Trend Women Hoodies #420,Women,Hoodies,Zudio Trend,1145.95
421,Zudio Trend Kids Shoes #421,Kids,Shoes,Zudio Trend,743.43
422,Zudio Basics Kids Sweaters #422,Kids,Sweaters,Zudio Basics,1756.19
423,Zudio Denim Women Jeans #423,Women,Jeans,Zudio Denim,2313.38
424,Zudio Trend Men Dresses #424,Men,Dresses,Zudio Trend,2106.44
425,Zudio Denim Men T-shirts #425,Men,T-shirts,Zudio Denim,534.86
426,Zudio Active Women Shoes #426,Women,Shoes,Zudio Active,1600.16
427,Zudio Trend Men Tops #427,Men,Tops,Zudio Trend,519.3
428,Zudio Denim Women Shoes #428,women,Shoes,Zudio Denim,528.9
429,Zudio Denim Women Dresses #429,Women,Dresses,Zudio Denim,2316.01
430,Zudio Active Men Hoodies #430,Men,Hoodies,Zudio Active,1688.34
431,Zudio Basics Kids Sweaters #431,Kids,Sweaters,Zudio Basics,848.6
432,Zudio Denim Men Shirts #432,Men,Shirts,Zudio Denim,1882.23
433,Zudio Kids Men Skirts #433,Men,Skirts,Zudio Kids,2222.31
434,Zudio Basics Kids Sweaters #434,kids,Sweaters,Zudio Basics,1611.75
435,Zudio Trend Women Hoodies #435,Women,Hoodies,Zudio Trend,2242.34
436,Zudio Denim Men Tops #436,Men,Tops,Zudio Denim,738.97
437,Zudio Denim Women Sweaters #437,Women,Sweaters,Zudio Denim,1075.44
438,Zudio Kids Men T-shirts #438,Men,T-shirts,Zudio Kids,1197.55
439,Zudio Denim Women Dresses #439,Women,Dresses,Zudio Denim,1925.94
440,Zudio Active Kids T-shirts #440,Kids,T-shirts,Zudio Active,2451.19
441,Zudio Active Women Tops #441,Women,Tops,Zudio Active,1394.63
442,Zudio Basics Kids Jeans #442,Kids,Jeans,Zudio Basics,1888.21
443,Zudio Kids Women Tops #443,Women,Tops,Zudio Kids,919.75
444,Zudio Denim Kids Dresses #444,Kids,Dresses,Zudio Denim,1657.57
445,Zudio Kids Kids Shoes #445,Kids,Shoes,Zudio Kids,1922.88
446,Zudio Active Men Shirts #446,Men,Shirts,Zudio Active,497.18
447,Zudio Kids Women Jeans #447,Women,Jeans,Zudio Kids,1215.13
448,Zudio Active Kids Dresses #448,Kids,Dresses,Zudio Active,1937.9
449,Zudio Denim Kids Sweaters #449,Kids,Sweaters,Zudio Denim,2148.3
450,Zudio Denim Men Jeans #450,Men,Jeans,Zudio Denim,2003.41
451,Zudio Kids Men Hoodies #451,Men,Hoodies,Zudio Kids,2457.79
452,Zudio Kids Kids Jeans #452,Kids,Jeans,Zudio Kids,836.61
453,Zudio Basics Kids Pants #453,Kids,Pants,Zudio Basics,615.81
454,Zudio Kids Kids Pants #454,Kids,Pants,Zudio Kids,460.26
455,Zudio Kids Men Skirts #455,Men,Skirts,Zudio Kids,1508.65
456,Zudio Basics Women Hoodies #456,Women,Hoodies,Zudio Basics,1781.53
457,Zudio Basics Men Pants #457,Men,Pants,Zudio Basics,2028.41
458,Zudio Kids Kids Jackets #458,Kids,Jackets,Zudio Kids,2046.35
459,Zudio Denim Women Tops #459,Women,Tops,Zudio Denim,1187.48
460,Zudio Denim Kids Hoodies #460,Kids,Hoodies,Zudio Denim,
461,Zudio Basics Women Pants #461,Women,Pants,Zudio Basics,791.98
462,Zudio Trend Kids Jeans #462,Kids,Jeans,Zudio Trend,872.57
463,Zudio Active Women Skirts #463,Women,Skirts,Zudio Active,2374.56
464,Zudio Basics Men Pants #464,Men,Pants,Zudio Basics,
465,Zudio Trend Men Jeans #465,Men,Jeans,Zudio Trend,1056.43
466,Zudio Kids Kids Jeans #466,Kids,Jeans,Zudio Kids,2209.66
467,Zudio Denim Kids T-shirts #467,Kids,T-shirts,Zudio Denim,460.83
468,Zudio Trend Kids Skirts #468,Kids,Skirts,Zudio Trend,1679.59
469,Zudio Trend Kids Hoodies #469,Kids,Hoodies,Zudio Trend,572.57
470,Zudio Trend Men Jackets #470,Men,Jackets,Zudio Trend,1405.6
471,Zudio Active Men Shoes #471,Men,Shoes,Zudio Active,2278.61
472,Zudio Active Women Dresses #472,Women,Dresses,Zudio Active,1819.06
473,Zudio Basics Women Skirts #473,Women,Skirts,Zudio Basics,579.72
474,Zudio Kids Men Hoodies #474,Men,Hoodies,Zudio Kids,1872.75
475,Zudio Basics Men Tops #475,Men,Tops,Zudio Basics,1238.11
476,Zudio Denim Women Jackets #476,Women,Jackets,Zudio Denim,1952.91
477,Zudio Basics Kids Hoodies #477,Kids,Hoodies,Zudio Basics,1424.79
478,Zudio Kids Kids Shoes #478,KIDS,Shoes,Zudio Kids,1555.09
479,Zudio Kids Men Sweaters #479,Men,Sweaters,Zudio Kids,1468.12
480,Zudio Active Women Skirts #480,Women,Skirts,Zudio Active,972.6
481,Zudio Trend Kids Dresses #481,Kids,Dresses,Zudio Trend,451.43
482,Zudio Denim Men Jeans #482,Men,Jeans,Zudio Denim,2054.33
483,Zudio Trend Men Dresses #483,Men,Dresses,Zudio Trend,1937.09
484,Zudio Kids Men Jackets #484,Men,Jackets,Zudio Kids,1229.79
485,Zudio Trend Women Jeans #485,Women,Jeans,Zudio Trend,784.45
486,Zudio Trend Kids Shirts #486,Kids,Shirts,Zudio Trend,637.12
487,Zudio Trend Kids Hoodies #487,Kids,Hoodies,Zudio Trend,
488,Zudio Basics Kids Jeans #488,Kids,Jeans,Zudio Basics,683.97
489,Zudio Active Women Hoodies #489,Women,Hoodies,Zudio Active,
490,Zudio Denim Kids Dresses #490,Kids,Dresses,Zudio Denim,640.83
491,Zudio Denim Kids Tops #491,Kids,Tops,Zudio Denim,1384.97
492,Zudio Denim Women Tops #492,Women,Tops,Zudio Denim,1476.83
493,Zudio Kids Women Dresses #493,Women,Dresses,Zudio Kids,2036.68
494,Zudio Trend Women T-shirts #494,Women,T-shirts,Zudio Trend,1595.64
495,Zudio Denim Kids Pants #495,Kids,Pants,Zudio Denim,2264.96
496,Zudio Denim Men Sweaters #496,Men,Sweaters,Zudio Denim,1488.8
497,Zudio Basics Women Hoodies #497,Women,Hoodies,Zudio Basics,1764.41
498,Zudio Basics Women Hoodies #498,Women,Hoodies,Zudio Basics,698.66
499,Zudio Active Kids Shirts #499,Kids,Shirts,Zudio Active,1953.31
500,Zudio Trend Kids T-shirts #500,Kids,T-shirts,Zudio Trend,466.0
501,Zudio Basics Kids Jackets #501,Kids,Jackets,Zudio Basics,2089.56
502,Zudio Active Kids Tops #502,Kids,Tops,Zudio Active,2406.0
503,Zudio Denim Men Dresses #503,Men,Dresses,Zudio Denim,1223.06
504,Zudio Kids Men Skirts #504,Men,Skirts,Zudio Kids,
505,Zudio Trend Women Skirts #505,Women,Skirts,Zudio Trend,1234.8
506,Zudio Basics Kids Skirts #506,Kids,Skirts,Zudio Basics,767.42
507,Zudio Trend Women Pants #507,Women,Pants,Zudio Trend,593.07
508,Zudio Active Men Hoodies #508,Men,Hoodies,Zudio Active,2360.54
509,Zudio Active Men Pants #509,Men,Pants,Zudio Active,610.51
510,Zudio Active Men Jackets #510,Men,Jackets,Zudio Active,1058.79
511,Zudio Basics Kids Jeans #511,Kids,Jeans,Zudio Basics,967.91
512,Zudio Denim Kids Pants #512,Kids,Pants,Zudio Denim,2041.74
513,Zudio Denim Men Skirts #513,Men,Skirts,Zudio Denim,494.4
514,Zudio Kids Men Hoodies #514,Men,Hoodies,Zudio Kids,1733.25
515,Zudio Basics Women Pants #515,Women,Pants,Zudio Basics,1981.46
516,Zudio Basics Women Sweaters #516,Women,Sweaters,Zudio Basics,2467.1
517,Zudio Basics Kids Shoes #517,Kids,Shoes,Zudio Basics,1173.85
518,Zudio Trend Kids Jackets #518,Kids,Jackets,Zudio Trend,399.75
519,Zudio Basics Men T-shirts #519,Men,T-shirts,Zudio Basics,2323.37
520,Zudio Basics Men T-shirts #520,Men,T-shirts,Zudio Basics,529.6
521,Zudio Trend Women T-shirts #521,Women,T-shirts,Zudio Trend,883.58
522,Zudio Trend Kids Shirts #522,Kids,Shirts,Zudio Trend,2349.44
523,Zudio Active Women Jackets #523,Women,Jackets,Zudio Active,
524,Zudio Active Kids Skirts #524,Kids,Skirts,Zudio Active,1620.01
525,Zudio Denim Women Tops #525,Women,Tops,Zudio Denim,2051.55
526,Zudio Kids Men T-shirts #526,MEN,T-shirts,Zudio Kids,1326.06
527,Zudio Kids Kids Sweaters #527,Kids,Sweaters,Zudio Kids,692.44
528,Zudio Kids Men Jeans #528,Men,Jeans,Zudio Kids,1878.78
529,Zudio Denim Men Dresses #529,Men,Dresses,Zudio Denim,1513.33
530,Zudio Kids Men Jackets #530,Men,Jackets,Zudio Kids,1492.96
531,Zudio Trend Men Jeans #531,Men,Jeans,Zudio Trend,1180.84
532,Zudio Kids Kids Dresses #532,Kids,Dresses,Zudio Kids,614.99
533,Zudio Trend Kids Dresses #533,Kids,Dresses,Zudio Trend,2390.54
534,Zudio Basics Kids Jackets #534,Kids,Jackets,Zudio Basics,2478.03
535,Zudio Active Kids Sweaters #535,Kids,Sweaters,Zudio Active,922.67
536,Zudio Active Men Shirts #536,Men,Shirts,Zudio Active,1762.98
537,Zudio Denim Kids T-shirts #537,Kids,T-shirts,Zudio Denim,1147.64
538,Zudio Kids Men Pants #538,Men,Pants,Zudio Kids,349.01
539,Zudio Kids Men Dresses #539,Men,Dresses,Zudio Kids,2438.51
540,Zudio Denim Women Skirts #540,Women,Skirts,Zudio Denim,1804.53
541,Zudio Trend Men T-shirts #541,Men,T-shirts,Zudio Trend,310.98
542,Zudio Active Kids Hoodies #542,Kids,Hoodies,Zudio Active,1681.49
543,Zudio Denim Kids Jackets #543,Kids,Jackets,Zudio Denim,609.46
544,Zudio Basics Kids Skirts #544,Kids,Skirts,Zudio Basics,1998.05
545,Zudio Denim Women Tops #545,Women,Tops,Zudio Denim,619.93
546,Zudio Kids Women Sweaters #546,Women,Sweaters,Zudio Kids,1697.93
547,Zudio Kids Women Jackets #547,Women,Jackets,Zudio Kids,1514.41
548,Zudio Basics Women Jeans #548,Women,Jeans,Zudio Basics,686.09
549,Zudio Trend Women Sweaters #549,Women,Sweaters,Zudio Trend,2443.11
550,Zudio Denim Women Jeans #550,Women,Jeans,Zudio Denim,647.23
551,Zudio Denim Kids Skirts #551,Kids,Skirts,Zudio Denim,1729.67
552,Zudio Basics Women Jeans #552,Women,Jeans,Zudio Basics,476.61
553,Zudio Kids Kids Tops #553,Kids,Tops,Zudio Kids,1858.89
554,Zudio Basics Kids Tops #554,Kids,Tops,Zudio Basics,1501.87
555,Zudio Basics Women Pants #555,Women,Pants,Zudio Basics,715.82
556,Zudio Trend Women Dresses #556,Women,Dresses,Zudio Trend,2439.09
557,Zudio Trend Men Hoodies #557,Men,Hoodies,Zudio Trend,2299.77
558,Zudio Denim Women T-shirts #558,  Women  ,T-shirts,Zudio Denim,1238.17
559,Zudio Trend Men Shoes #559,Men,Shoes,Zudio Trend,887.9
560,Zudio Kids Kids Jackets #560,Kids,Jackets,Zudio Kids,1186.83
561,Zudio Basics Women Jeans #561,Women,Jeans,Zudio Basics,1450.26
562,Zudio Kids Kids Hoodies #562,Kids,Hoodies,Zudio Kids,2154.59
563,Zudio Active Women Jeans #563,Women,Jeans,Zudio Active,632.01
564,Zudio Trend Women Sweaters #564,Women,Sweaters,Zudio Trend,1475.7
565,Zudio Trend Women Shirts #565,Women,Shirts,Zudio Trend,1456.16
566,Zudio Trend Kids Sweaters #566,Kids,Sweaters,Zudio Trend,2349.54
567,Zudio Basics Men Dresses #567,Men,Dresses,Zudio Basics,423.64
568,Zudio Denim Men Shoes #568,Men,Shoes,Zudio Denim,1624.34
569,Zudio Basics Kids Hoodies #569,Kids,Hoodies,Zudio Basics,2273.33
570,Zudio Kids Men Hoodies #570,Men,Hoodies,Zudio Kids,325.68
571,Zudio Denim Women Skirts #571,Women,Skirts,Zudio Denim,2282.37
572,Zudio Active Kids Tops #572,Kids,Tops,Zudio Active,691.33
573,Zudio Basics Men Shoes #573,Men,Shoes,Zudio Basics,627.32
574,Zudio Basics Women Skirts #574,Women,Skirts,Zudio Basics,1302.59
575,Zudio Active Men Skirts #575,Men,Skirts,Zudio Active,1959.44
576,Zudio Active Men Hoodies #576,Men,Hoodies,Zudio Active,2218.32
577,Zudio Trend Kids Sweaters #577,Kids,Sweaters,Zudio Trend,1130.1
578,Zudio Active Men Hoodies #578,Men,Hoodies,Zudio Active,841.08
579,Zudio Basics Women Tops #579,Women,Tops,Zudio Basics,853.98
580,Zudio Basics Kids Skirts #580,Kids,Skirts,Zudio Basics,641.4
581,Zudio Basics Kids Hoodies #581,Kids,Hoodies,Zudio Basics,1343.26
582,Zudio Kids Women Shirts #582,Women,Shirts,Zudio Kids,
583,Zudio Basics Women Shoes #583,Women,Shoes,Zudio Basics,709.22
584,Zudio Denim Women Hoodies #584,Women,Hoodies,Zudio Denim,1274.47
585,Zudio Trend Men Skirts #585,Men,Skirts,Zudio Trend,
586,Zudio Basics Women Tops #586,Women,Tops,Zudio Basics,873.07
587,Zudio Trend Men T-shirts #587,Men,T-shirts,Zudio Trend,1900.12
588,Zudio Active Kids T-shirts #588,Kids,T-shirts,Zudio Active,1349.12
589,Zudio Trend Kids Hoodies #589,Kids,Hoodies,Zudio Trend,1740.76
590,Zudio Active Men Jeans #590,Men,Jeans,Zudio Active,821.24
591,Zudio Active Women Tops #591,Women,Tops,Zudio Active,2027.39
592,Zudio Basics Kids Skirts #592,Kids,Skirts,Zudio Basics,1873.28
593,Zudio Kids Men Hoodies #593,Men,Hoodies,Zudio Kids,702.59
594,Zudio Kids Kids Jackets #594,Kids,Jackets,Zudio Kids,948.02
595,Zudio Trend Kids Pants #595,Kids,Pants,Zudio Trend,1954.28
596,Zudio Active Men Pants #596,Men,Pants,Zudio Active,-1687.16
597,Zudio Trend Men T-shirts #597,Men,T-shirts,Zudio Trend,
598,Zudio Kids Women Tops #598,Women,Tops,Zudio Kids,1770.71
599,Zudio Basics Women Shirts #599,Women,Shirts,Zudio Basics,1639.93
600,Zudio Active Men Shoes #600,Men,Shoes,Zudio Active,1214.31
601,Zudio Denim Kids Jeans #601,Kids,Jeans,Zudio Denim,
602,Zudio Kids Women Jeans #602,Women,Jeans,Zudio Kids,2006.51
603,Zudio Trend Kids Pants #603,Kids,Pants,Zudio Trend,2071.51
604,Zudio Trend Men Pants #604,Men,Pants,Zudio Trend,521.63
605,Zudio Basics Men Jeans #605,Men,Jeans,Zudio Basics,430.57
606,Zudio Kids Men Pants #606,Men,Pants,Zudio Kids,1071.24
607,Zudio Active Kids Dresses #607,Kids,Dresses,Zudio Active,324.92
608,Zudio Basics Women Shoes #608,Women,Shoes,Zudio Basics,2485.9
609,Zudio Trend Men Jeans #609,Men,Jeans,Zudio Trend,
610,Zudio Trend Kids Skirts #610,Kids,Skirts,Zudio Trend,2031.55
611,Zudio Active Women Tops #611,Women,Tops,Zudio Active,538.69
612,Zudio Kids Kids Jackets #612,Kids,Jackets,Zudio Kids,676.63
613,Zudio Basics Men Jeans #613,Men,Jeans,Zudio Basics,1856.71
614,Zudio Trend Men Shoes #614,Men,Shoes,Zudio Trend,636.51
615,Zudio Kids Women Shirts #615,Women,Shirts,Zudio Kids,2190.68
616,Zudio Trend Women Dresses #616,Women,Dresses,Zudio Trend,932.89
617,Zudio Denim Women Hoodies #617,Women,Hoodies,Zudio Denim,2245.17
618,Zudio Basics Kids Sweaters #618,Kids,Sweaters,Zudio Basics,1347.0
619,Zudio Denim Men Jackets #619,Men,Jackets,Zudio Denim,1721.31
620,Zudio Active Kids Jackets #620,Kids,Jackets,Zudio Active,1860.06
621,Zudio Active Men Sweaters #621,Men,Sweaters,Zudio Active,2242.28
622,Zudio Trend Men Dresses #622,Men,Dresses,Zudio Trend,1492.53
623,Zudio Trend Women Hoodies #623,Women,Hoodies,Zudio Trend,877.59
624,Zudio Denim Women Dresses #624,Women,Dresses,Zudio Denim,1805.46
625,Zudio Trend Women Jackets #625,Women,Jackets,Zudio Trend,1437.69
626,Zudio Basics Women T-shirts #626,Women,T-shirts,Zudio Basics,1864.56
627,Zudio Kids Kids Jackets #627,Kids,Jackets,Zudio Kids,565.71
628,Zudio Basics Women Shirts #628,Women,Shirts,Zudio Basics,710.62
629,Zudio Basics Kids Tops #629,Kids,Tops,Zudio Basics,2327.64
630,Zudio Kids Kids Hoodies #630,Kids,Hoodies,Zudio Kids,2179.31
631,Zudio Active Men Shirts #631,Men,Shirts,Zudio Active,
632,Zudio Trend Men Sweaters #632,Men,Sweaters,Zudio Trend,1504.98
633,Zudio Active Women Skirts #633,Women,Skirts,Zudio Active,2073.82
634,Zudio Denim Men Dresses #634,Men,Dresses,Zudio Denim,988.98
635,Zudio Trend Kids Hoodies #635,Kids,Hoodies,Zudio Trend,2102.28
636,Zudio Active Kids Sweaters #636,Kids,Sweaters,Zudio Active,836.5
637,Zudio Active Men Shirts #637,Men,Shirts,Zudio Active,2195.3
638,Zudio Active Men T-shirts #638,Men,T-shirts,Zudio Active,541.3
639,Zudio Basics Women Hoodies #639,Women,Hoodies,Zudio Basics,413.25
640,Zudio Kids Women T-shirts #640,Women,T-shirts,Zudio Kids,1912.15
641,Zudio Basics Women Hoodies #641,Women,Hoodies,Zudio Basics,1173.3
642,Zudio Kids Women Sweaters #642,Women,Sweaters,Zudio Kids,1569.82
643,Zudio Kids Men Skirts #643,Men,Skirts,Zudio Kids,
644,Zudio Active Kids Shoes #644,Kids,Shoes,Zudio Active,787.37
645,Zudio Basics Men Tops #645,men,Tops,Zudio Basics,1457.3
646,Zudio Trend Kids Jackets #646,Kids,Jackets,Zudio Trend,449.19
647,Zudio Denim Men Hoodies #647,Men,Hoodies,Zudio Denim,1107.52
648,Zudio Trend Women Pants #648,Women,Pants,Zudio Trend,2333.2
649,Zudio Kids Men T-shirts #649,Men,T-shirts,Zudio Kids,2056.26
650,Zudio Active Women Shoes #650,Women,Shoes,Zudio Active,591.48
651,Zudio Basics Women Tops #651,Women,Tops,Zudio Basics,1849.91
652,Zudio Denim Men Jeans #652,Men,Jeans,Zudio Denim,2054.83
653,Zudio Trend Kids Hoodies #653,Kids,Hoodies,Zudio Trend,874.59
654,Zudio Basics Kids Jeans #654,Kids,Jeans,Zudio Basics,2000.05
655,Zudio Denim Kids Jeans #655,Kids,Jeans,Zudio Denim,1226.58
656,Zudio Trend Women Sweaters #656,Women,Sweaters,Zudio Trend,1320.9
657,Zudio Denim Women Pants #657,Women,Pants,Zudio Denim,897.68
658,Zudio Trend Women T-shirts #658,Women,T-shirts,Zudio Trend,649.12
659,Zudio Basics Men T-shirts #659,Men,T-shirts,Zudio Basics,1416.24
660,Zudio Denim Women Skirts #660,Women,Skirts,Zudio Denim,2081.63
661,Zudio Basics Men Shirts #661,Men,Shirts,Zudio Basics,753.89
662,Zudio Kids Kids T-shirts #662,Kids,T-shirts,Zudio Kids,836.49
663,Zudio Kids Women Shoes #663,Women,Shoes,Zudio Kids,2316.97
664,Zudio Denim Women Hoodies #664,Women,Hoodies,Zudio Denim,1514.46
665,Zudio Trend Women Dresses #665,Women,Dresses,Zudio Trend,2150.21
666,Zudio Trend Women Jackets #666,Women,Jackets,Zudio Trend,1992.78
667,Zudio Denim Kids Dresses #667,Kids,Dresses,Zudio Denim,1488.55
668,Zudio Trend Men Tops #668,Men,Tops,Zudio Trend,2057.99
669,Zudio Active Kids Skirts #669,Kids,Skirts,Zudio Active,2380.47
670,Zudio Trend Kids T-shirts #670,Kids,T-shirts,Zudio Trend,1190.02
671,Zudio Basics Kids Pants #671,Kids,Pants,Zudio Basics,1220.59
672,Zudio Basics Men Pants #672,Men,Pants,Zudio Basics,2022.3
673,Zudio Denim Men Dresses #673,Men,Dresses,Zudio Denim,1120.59
674,Zudio Kids Kids Shirts #674,Kids,Shirts,Zudio Kids,1024.7
675,Zudio Basics Women Jeans #675,Women,Jeans,Zudio Basics,1794.06
676,Zudio Active Men Shoes #676,Men,Shoes,Zudio Active,2067.79
677,Zudio Basics Kids Shoes #677,Kids,Shoes,Zudio Basics,315.26
678,Zudio Trend Women Sweaters #678,Women,Sweaters,Zudio Trend,1831.06
679,Zudio Basics Kids T-shirts #679,Kids,T-shirts,Zudio Basics,1253.14
680,Zudio Basics Men Pants #680,Men,Pants,Zudio Basics,860.02
681,Zudio Basics Men Skirts #681,Men,Skirts,Zudio Basics,1415.24
682,Zudio Trend Kids Shirts #682,Kids,Shirts,Zudio Trend,1556.1
683,Zudio Basics Women Dresses #683,Women,Dresses,Zudio Basics,897.45
684,Zudio Active Kids Hoodies #684,Kids,Hoodies,Zudio Active,
685,Zudio Trend Women Jackets #685,Women,Jackets,Zudio Trend,578.98
686,Zudio Denim Kids T-shirts #686,Kids,T-shirts,Zudio Denim,509.42
687,Zudio Kids Women T-shirts #687,Women,T-shirts,Zudio Kids,994.39
688,Zudio Basics Men T-shirts #688,Men,T-shirts,Zudio Basics,1100.08
689,Zudio Trend Women Jeans #689,Women,Jeans,Zudio Trend,1319.75
690,Zudio Kids Men Hoodies #690,Men,Hoodies,Zudio Kids,2149.78
691,Zudio Kids Kids Jackets #691,Kids,Jackets,Zudio Kids,1050.4
692,Zudio Active Men T-shirts #692,Men,T-shirts,Zudio Active,794.69
693,Zudio Kids Women Jackets #693,  Women  ,Jackets,Zudio Kids,2177.19
694,Zudio Active Kids Jeans #694,Kids,Jeans,Zudio Active,2248.25
695,Zudio Kids Men Dresses #695,Men,Dresses,Zudio Kids,-1426.45
696,Zudio Kids Women Sweaters #696,Women,Sweaters,Zudio Kids,393.53
697,Zudio Basics Men T-shirts #697,Men,T-shirts,Zudio Basics,2170.59
698,Zudio Kids Women Pants #698,Women,Pants,Zudio Kids,2069.34
699,Zudio Trend Kids Sweaters #699,Kids,Sweaters,Zudio Trend,774.97
700,Zudio Kids Women Pants #700,Women,Pants,Zudio Kids,385.13
701,Zudio Denim Kids Sweaters #701,Kids,Sweaters,Zudio Denim,1908.52
702,Zudio Kids Kids Sweaters #702,Kids,Sweaters,Zudio Kids,375.02
703,Zudio Trend Women Jackets #703,Women,Jackets,Zudio Trend,398.54
704,Zudio Active Men Tops #704,Men,Tops,Zudio Active,1813.12
705,Zudio Kids Women Skirts #705,Women,Skirts,Zudio Kids,847.52
706,Zudio Denim Kids T-shirts #706,Kids,T-shirts,Zudio Denim,1188.39
707,Zudio Basics Men Pants #707,Men,Pants,Zudio Basics,2054.63
708,Zudio Kids Kids Dresses #708,Kids,Dresses,Zudio Kids,1803.48
709,Zudio Basics Women Tops #709,Women,Tops,Zudio Basics,905.82
710,Zudio Active Women Jackets #710,Women,Jackets,Zudio Active,2361.83
711,Zudio Denim Men Skirts #711,Men,Skirts,Zudio Denim,943.07
712,Zudio Denim Women Pants #712,Women,Pants,Zudio Denim,896.78
