store_id,store_name,city,state,tier,phone,email,open_date,selling_area_sqft,staff_count
518,Zudio - Nashik Mall 518,Nashik,Maharashtra,1,8451887489,store518@zudio.in,2020-08-29,3382,22
519,Zudio - Lucknow Central 519,Lucknow,Uttar Pradesh,2,9136266906,store519@zudio.in,2019-05-02,3441,29
520,Zudio - Mumbai Mall 520,Mumbai,Maharashtra,2,7020938105,store520@zudio.in,2024-03-07,3837,19
521,Zudio - Madurai Mall 521,Madurai,Tamil Nadu,3,9530281081,store521@zudio.in,2020-12-31,2945,19
522,Zudio - Howrah Central 522,Howrah,West Bengal,2,8366475598,store522@zudio.in,2022-11-11,2060,27
523,Zudio - Rajkot Central 523,Rajkot,Gujarat,1,8199569150,store523@zudio.in,2020-12-09,2606,10
524,Zudio - Nagpur Mall 524,Nagpur,Maharashtra,3,7598033050,store524@zudio.in,2024-05-27,2908,16
525,Zudio - Dwarka Central 525,Dwarka,Delhi,3,,store525@zudio.in,2023-02-17,3637,28
526,Zudio - Kolkata Mall 526,Kolkata,West Bengal,1,7757752240,store526@zudio.in,2019-01-25,3124,9
527,Zudio - Surat Central 527,Surat,Gujarat,2,7420539630,store527@zudio.in,2020-04-15,3096,19
528,Zudio - Agra Central 528,Agra,Uttar Pradesh,2,9557081552,store528@zudio.in,2024-07-09,4618,24
529,Zudio - Jaipur Mall 529,Jaipur,Rajasthan,3,9796789218,store529@zudio.in,2025-06-07,4218,18
530,Zudio - Vadodara Mall 530,Vadodara,Gujarat,3,9628836339,store530@zudio.in,2019-03-01,3224,30
531,Zudio - Mangaluru Mall 531,Mangaluru,Karnataka,2,8321211758,store531@zudio.in,2019-10-06,2391,20
532,Zudio - Mysuru Mall 532,Mysuru,Karnataka,1,9577647435,store532@zudio.in,2023-04-15,2664,23
533,Zudio - Dwarka Central 533,Dwarka,Delhi,3,7693535333,store533@zudio.in,2022-08-27,4795,18
534,Zudio - Chennai Central 534,Chennai,Tamil Nadu,2,8013381932,store534@zudio.in,2023-12-06,2582,23
535,Zudio - Jaipur Central 535,Jaipur,Rajasthan,3,8434519152,store535@zudio.in,2021-02-04,2000,30
536,Zudio - Siliguri Central 536,Siliguri,West Bengal,3,7239512177,store536@zudio.in,2018-01-30,3610,14
537,Zudio - New Delhi Mall 537,New Delhi,Delhi,1,9308295149,store537@zudio.in,2024-03-27,3570,34
538,Zudio - New Delhi Central 538,New Delhi,Delhi,1,9883314255,store538@zudio.in,2018-02-06,1449,20
539,Zudio - Kolkata Central 539,Kolkata,West Bengal,3,,store539@zudio.in,2025-09-04,3044,20
540,Zudio - Udaipur Central 540,Udaipur,Rajasthan,1,9775919706,store540@zudio.in,2025-02-08,2846,33
541,Zudio - Surat Mall 541,Surat,Gujarat,1,7917078985,store541@zudio.in,2018-08-12,1351,16
542,Zudio - Surat Mall 542,Surat,Gujarat,1,8706063126,store542@zudio.in,2024-07-27,2725,32
543,Zudio - Tiruchirapalli Central 543,Tiruchirapalli,Tamil Nadu,1,7386726860,store543@zudio.in,2024-08-02,3592,30
544,Zudio - Nashik Central 544,Nashik,Maharashtra,3,9986238885,store544@zudio.in,2022-11-14,3600,17
545,Zudio - Siliguri Mall 545,Siliguri,West Bengal,1,7217895294,store545@zudio.in,2022-12-10,3021,14
546,Zudio - Howrah Mall 546,Howrah,West Bengal,2,7242856142,store546@zudio.in,2025-02-17,2673,11
547,Zudio - Mangaluru Central 547,Mangaluru,Karnataka,3,9989813444,store547@zudio.in,2024-10-21,3197,15
548,Zudio - Jaipur Mall 548,Jaipur,Rajasthan,1,,store548@zudio.in,2018-05-16,3217,11
549,Zudio - Noida Mall 549,Noida,Uttar Pradesh,1,9574272223,store549@zudio.in,2024-08-08,2985,21
550,Zudio - Bengaluru Central 550,Bengaluru,Karnataka,1,9241625455,store550@zudio.in,2022-03-30,2578,16
551,Zudio - Mangaluru Central 551,Mangaluru,Karnataka,1,7979940195,store551@zudio.in,2024-01-10,3642,21
552,Zudio - Coimbatore Mall 552,Coimbatore,Tamil Nadu,2,9487466560,store552@zudio.in,2018-11-01,3708,24
553,Zudio - Howrah Mall 553,Howrah,West Bengal,2,9455347041,store553@zudio.in,2023-03-02,2796,29
554,Zudio - Varanasi Mall 554,Varanasi,Uttar Pradesh,1,8848094287,store554@zudio.in,2018-10-16,2880,18
555,Zudio - Agra Mall 555,Agra,Uttar Pradesh,2,9767390016,store555@zudio.in,2018-10-27,2438,33
556,Zudio - Mysuru Central 556,Mysuru,Karnataka,2,9856122543,store556@zudio.in,2018-04-14,4392,34
557,Zudio - Salem Mall 557,Salem,Tamil Nadu,2,8998095272,store557@zudio.in,2023-06-23,3840,21
558,Zudio - Jaipur Central 558,Jaipur,Rajasthan,3,,store558@zudio.in,2018-10-16,2976,24
559,Zudio - Agra Central 559,Agra,Uttar Pradesh,1,7283038397,,2024-05-17,2771,19
560,Zudio - Hubli Central 560,hubli,Karnataka,3,8479093664,store560@zudio.in,2025-02-05,3668,10
561,Zudio - New Delhi Mall 561,New Delhi,Delhi,1,8034617652,store561@zudio.in,2021-08-31,4087,26
562,Zudio - Ahmedabad Central 562,Ahmedabad,Gujarat,2,8494847169,store562@zudio.in,2021-07-15,2933,27
563,Zudio - Mumbai Mall 563,Mumbai,Maharashtra,3,8615429113,store563@zudio.in,2018-12-15,4169,32
564,Zudio - Siliguri Central 564,Siliguri,West Bengal,3,7774623208,store564@zudio.in,2022-10-20,2581,25
565,Zudio - Udaipur Central 565,Udaipur,Rajasthan,1,8284777724,store565@zudio.in,2020-10-31,3334,32
566,Zudio - Siliguri Mall 566,Siliguri,West Bengal,3,9369191651,store566@zudio.in,2025-09-13,1461,12
567,Zudio - Jodhpur Central 567,Jodhpur,Rajasthan,1,7355588596,store567@zudio.in,2023-10-11,3467,11
568,Zudio - Jodhpur Mall 568,Jodhpur,Rajasthan,1,8966761886,store568@zudio.in,2018-09-02,3473,32
569,Zudio - Nagpur Mall 569,Nagpur,Maharashtra,3,7255447431,store569@zudio.in,2023-05-29,4341,18
570,Zudio - Jodhpur Mall 570,Jodhpur,Rajasthan,1,7700258836,store570@zudio.in,2024-11-24,3459,19
571,Zudio - Ahmedabad Central 571,Ahmedabad,Gujarat,2,8187174654,store571@zudio.in,2022-02-01,3948,15
572,Zudio - Nagpur Central 572,Nagpur,Maharashtra,3,7465910563,store572@zudio.in,2024-12-28,2095,17
573,Zudio - Aurangabad Central 573,Aurangabad,Maharashtra,1,8691625747,store573@zudio.in,2020-08-22,4118,15
574,Zudio - Howrah Mall 574,Howrah,West Bengal,1,7889291704,,2022-02-16,4026,14
575,Zudio - Nagpur Mall 575,Nagpur,Maharashtra,1,7558848554,store575@zudio.in,2020-11-26,4071,31
576,Zudio - Mysuru Central 576,Mysuru,Karnataka,2,7163673909,store576@zudio.in,2023-05-31,4721,17
577,Zudio - Mumbai Mall 577,MUMBAI,Maharashtra,3,8868538271,store577@zudio.in,2021-02-13,3324,12
578,Zudio - Mysuru Mall 578,Mysuru,Karnataka,3,9348195861,,2018-07-10,3429,25
579,Zudio - Aurangabad Central 579,Aurangabad,Maharashtra,1,7247384593,store579@zudio.in,2023-10-29,3500,25
580,Zudio - Lucknow Central 580,Lucknow,Uttar Pradesh,2,8720728415,store580@zudio.in,2021-01-01,3782,25
581,Zudio - Jodhpur Central 581,Jodhpur,Rajasthan,2,8824574997,store581@zudio.in,2023-04-29,2181,16
582,Zudio - Howrah Mall 582,Howrah,West Bengal,3,,store582@zudio.in,2021-08-01,3032,34
583,Zudio - Rajkot Central 583,Rajkot,Gujarat,2,7976328007,store583@zudio.in,2020-12-27,4570,18
584,Zudio - Surat Mall 584,Surat,Gujarat,3,8434918488,store584@zudio.in,2024-06-15,3275,29
585,Zudio - Rohini Mall 585,Rohini,Delhi,1,9347919607,store585@zudio.in,2020-11-13,4519,22
586,Zudio - Surat Mall 586,Surat,Gujarat,2,9341552963,store586@zudio.in,2020-04-06,2713,30
587,Zudio - Vadodara Central 587,Vadodara,Gujarat,2,8630760791,store587@zudio.in,2018-02-20,2042,20
588,Zudio - Delhi Central 588,Delhi,Delhi,2,8261375262,,2019-07-17,2927,21
589,Zudio - Agra Mall 589,Agra,Uttar Pradesh,2,9587676372,store589@zudio.in,2021-05-17,1546,27
590,Zudio - Jaipur Central 590,Jaipur,Rajasthan,2,9999038745,store590@zudio.in,2018-03-11,2809,11
591,Zudio - Pune Central 591,Pune,Maharashtra,1,9915198684,store591@zudio.in,2022-08-03,3233,31
592,Zudio - Mangaluru Mall 592,Mangaluru,Karnataka,1,9152240794,store592@zudio.in,2020-03-28,3416,32
593,Zudio - Jodhpur Central 593,Jodhpur,Rajasthan,3,9131737353,store593@zudio.in,2019-03-22,3964,25
594,Zudio - Mumbai Mall 594,Mumbai,Maharashtra,2,9785726473,store594@zudio.in,2019-04-21,2088,28
595,Zudio - Howrah Central 595,Howrah,West Bengal,1,7676944510,store595@zudio.in,2018-01-15,3076,11
596,Zudio - Pune Mall 596,Pune,Maharashtra,1,9071533951,store596@zudio.in,2021-12-29,2730,19
597,Zudio - Coimbatore Mall 597,Coimbatore,Tamil Nadu,3,8083929769,store597@zudio.in,2020-12-08,3219,20
598,Zudio - Vadodara Mall 598,Vadodara,Gujarat,2,9842425787,store598@zudio.in,2019-04-10,3335,24
599,Zudio - Delhi Mall 599,Delhi,Delhi,2,7119751512,store599@zudio.in,2024-05-11,3587,30
600,Zudio - Dwarka Central 600,Dwarka,Delhi,2,7900464439,store600@zudio.in,2023-10-22,4786,17
601,Zudio - Mysuru Central 601,Mysuru,Karnataka,2,8485452018,store601@zudio.in,2024-11-18,2917,16
602,Zudio - Nashik Central 602,Nashik,Maharashtra,2,7535197116,store602@zudio.in,2021-11-11,2444,20
603,Zudio - Howrah Mall 603,Howrah,West Bengal,3,9298259590,store603@zudio.in,2018-03-18,3154,20
604,Zudio - Chennai Mall 604,Chennai,Tamil Nadu,2,8299513917,store604@zudio.in,2023-03-16,2785,27
605,Zudio - Jodhpur Mall 605,  Jodhpur  ,Rajasthan,3,7368049672,store605@zudio.in,2023-11-14,2134,17
606,Zudio - Howrah Central 606,Howrah,West Bengal,2,8691892405,store606@zudio.in,2018-07-05,2899,31
607,Zudio - Coimbatore Mall 607,Coimbatore,Tamil Nadu,3,,store607@zudio.in,2020-12-28,3209,19
608,Zudio - Madurai Mall 608,Madurai,Tamil Nadu,3,7469532373,store608@zudio.in,2020-10-25,3121,17
609,Zudio - Coimbatore Mall 609,Coimbatore,Tamil Nadu,1,8944149967,store609@zudio.in,2019-12-08,2825,22
610,Zudio - New Delhi Central 610,New Delhi,Delhi,3,9566117548,store610@zudio.in,2018-05-20,3633,14
611,Zudio - Kolhapur Mall 611,Kolhapur,Maharashtra,3,9803026305,store611@zudio.in,2022-06-02,2636,9
612,Zudio - Durgapur Mall 612,  Durgapur  ,West Bengal,1,7618088499,store612@zudio.in,2018-09-28,4005,13
613,Zudio - Siliguri Mall 613,Siliguri,West Bengal,2,9542385565,store613@zudio.in,2019-09-02,2606,22
614,Zudio - Siliguri Mall 614,Siliguri,West Bengal,2,8800793175,,2026-01-12,3503,12
615,Zudio - Kolkata Central 615,Kolkata,West Bengal,2,9208519186,store615@zudio.in,2024-08-15,2994,14
616,Zudio - Mysuru Mall 616,Mysuru,Karnataka,1,7303695297,store616@zudio.in,2021-07-17,3006,16
617,Zudio - Kota Mall 617,Kota,Rajasthan,2,7373042512,store617@zudio.in,2020-03-15,3663,19
618,Zudio - Dwarka Mall 618,Dwarka,Delhi,3,9572528798,store618@zudio.in,2024-05-23,3690,11
619,Zudio - Kolhapur Mall 619,Kolhapur,Maharashtra,2,8254136124,store619@zudio.in,2020-08-30,3970,9
620,Zudio - Bengaluru Mall 620,Bengaluru,Karnataka,2,9312027632,store620@zudio.in,2021-03-25,4495,29
621,Zudio - Dwarka Mall 621,Dwarka,Delhi,1,8916667781,store621@zudio.in,2025-04-30,1928,13
622,Zudio - Surat Mall 622,Surat,Gujarat,3,8039836014,store622@zudio.in,2021-10-07,2978,21
623,Zudio - Lucknow Central 623,Lucknow,Uttar Pradesh,2,7589259046,store623@zudio.in,2018-01-03,2617,29
624,Zudio - Coimbatore Mall 624,Coimbatore,Tamil Nadu,3,7108129806,store624@zudio.in,2023-11-03,1979,14
625,Zudio - Dwarka Mall 625,Dwarka,Delhi,2,8804925737,store625@zudio.in,2025-02-22,3237,31
626,Zudio - Ahmedabad Central 626,Ahmedabad,Gujarat,3,8402519446,store626@zudio.in,2018-07-24,3196,31
627,Zudio - Nagpur Central 627,Nagpur,Maharashtra,2,9088449247,store627@zudio.in,2024-01-18,3337,8
628,Zudio - Surat Central 628,Surat,Gujarat,3,7136383525,store628@zudio.in,2019-01-16,2225,16
629,Zudio - Rajkot Mall 629,Rajkot,Gujarat,2,8300898102,store629@zudio.in,2024-11-17,2782,29
630,Zudio - Mysuru Mall 630,Mysuru,Karnataka,1,7716477093,store630@zudio.in,2022-01-20,4000,29
631,Zudio - Kota Central 631,Kota,Rajasthan,3,9672580132,store631@zudio.in,2020-01-14,2713,16
632,Zudio - Salem Central 632,Salem,Tamil Nadu,1,8876030037,,2019-04-29,1961,24
633,Zudio - Durgapur Central 633,Durgapur,West Bengal,2,8854427126,store633@zudio.in,2022-10-22,3058,17
634,Zudio - Salem Mall 634,Salem,Tamil Nadu,1,9556397666,store634@zudio.in,2020-08-01,2786,32
635,Zudio - Kolhapur Mall 635,Kolhapur,Maharashtra,1,8463177318,store635@zudio.in,2022-07-15,3010,25
636,Zudio - Rajkot Mall 636,Rajkot,Gujarat,1,7138919680,store636@zudio.in,2019-02-27,2921,11
637,Zudio - Siliguri Central 637,Siliguri,West Bengal,1,7124595380,store637@zudio.in,2022-04-16,1509,18
638,Zudio - Nagpur Mall 638,Nagpur,Maharashtra,2,7382754818,store638@zudio.in,2022-03-03,3780,31
639,Zudio - Jodhpur Mall 639,Jodhpur,Rajasthan,2,7235497672,store639@zudio.in,2019-10-24,2918,14
640,Zudio - Pune Mall 640,Pune,Maharashtra,1,7967563237,store640@zudio.in,2018-03-19,2518,25
641,Zudio - Coimbatore Central 641,Coimbatore,Tamil Nadu,3,9392285680,store641@zudio.in,2022-06-22,3491,11
642,Zudio - Kolhapur Central 642,Kolhapur,Maharashtra,1,9419270029,store642@zudio.in,2025-01-17,3477,22
643,Zudio - Kanpur Central 643,Kanpur,Uttar Pradesh,1,7152964609,store643@zudio.in,2024-04-09,4248,24
644,Zudio - Rajkot Central 644,Rajkot,Gujarat,2,,store644@zudio.in,2021-07-27,3864,26
645,Zudio - Surat Central 645,Surat,Gujarat,2,9709727563,store645@zudio.in,2024-04-19,3184,11
646,Zudio - Ghaziabad Mall 646,Ghaziabad,Uttar Pradesh,2,8120499687,store646@zudio.in,2026-01-22,2162,14
647,Zudio - Mangaluru Central 647,Mangaluru,Karnataka,3,7276368786,store647@zudio.in,2025-04-09,1620,19
648,Zudio - Howrah Central 648,Howrah,West Bengal,3,7281574135,store648@zudio.in,2025-02-12,4192,30
649,Zudio - Surat Central 649,Surat,Gujarat,3,8621560769,store649@zudio.in,2025-06-03,2456,27
650,Zudio - Surat Mall 650,Surat,Gujarat,1,7371515694,store650@zudio.in,2023-10-18,3010,13
651,Zudio - Kanpur Central 651,Kanpur,Uttar Pradesh,2,8805022621,store651@zudio.in,2024-07-08,3411,21
652,Zudio - Bengaluru Central 652,Bengaluru,Karnataka,3,7036927379,store652@zudio.in,2021-06-22,2408,10
653,Zudio - Mumbai Mall 653,Mumbai,Maharashtra,3,,store653@zudio.in,2025-03-06,2240,18
654,Zudio - Jaipur Central 654,Jaipur,Rajasthan,2,9122346331,store654@zudio.in,2023-12-05,4181,9
655,Zudio - Siliguri Central 655,Siliguri,West Bengal,2,7333794961,,2019-12-06,2878,26
656,Zudio - Hubli Mall 656,Hubli,Karnataka,1,8955233125,store656@zudio.in,2024-12-19,3752,17
657,Zudio - Mysuru Central 657,Mysuru,Karnataka,2,8027768631,store657@zudio.in,2021-01-24,4850,27
658,Zudio - Rajkot Mall 658,Rajkot,Gujarat,2,8604743911,store658@zudio.in,2018-09-25,2732,27
659,Zudio - Udaipur Central 659,Udaipur,Rajasthan,3,7488121403,store659@zudio.in,2022-05-02,4116,13
660,Zudio - Salem Central 660,Salem,Tamil Nadu,3,9846038537,store660@zudio.in,2025-09-07,3810,25
661,Zudio - Ghaziabad Central 661,Ghaziabad,Uttar Pradesh,3,9790352683,store661@zudio.in,2019-01-04,4805,29
662,Zudio - Howrah Central 662,Howrah,West Bengal,3,7759050848,store662@zudio.in,2021-02-23,1858,17
663,Zudio - Mumbai Mall 663,Mumbai,Maharashtra,2,7498938151,store663@zudio.in,2025-01-05,3360,21
664,Zudio - Ahmedabad Central 664,Ahmedabad,Gujarat,2,9307478051,store664@zudio.in,2019-06-23,2070,15
665,Zudio - New Delhi Mall 665,New Delhi,Delhi,1,9981363427,store665@zudio.in,2022-01-16,1898,23
666,Zudio - Surat Central 666,Surat,Gujarat,2,9069736842,store666@zudio.in,2026-02-25,3485,29
667,Zudio - Nagpur Mall 667,Nagpur,Maharashtra,3,9267766317,store667@zudio.in,2021-04-29,2805,24
668,Zudio - Madurai Central 668,Madurai,Tamil Nadu,2,8534496193,store668@zudio.in,2021-09-06,3430,10
669,Zudio - Nashik Central 669,Nashik,Maharashtra,2,8053724362,store669@zudio.in,2023-10-13,3775,9
670,Zudio - Mysuru Central 670,Mysuru,Karnataka,2,7614084959,store670@zudio.in,2022-02-25,4059,21
671,Zudio - Siliguri Mall 671,Siliguri,West Bengal,2,7632596903,store671@zudio.in,2021-11-19,3716,8
672,Zudio - Coimbatore Mall 672,Coimbatore,Tamil Nadu,2,7193485654,,2019-07-27,4140,24
673,Zudio - Surat Central 673,Surat,Gujarat,3,9419732919,store673@zudio.in,2025-08-11,2258,33
674,Zudio - Howrah Central 674,Howrah,West Bengal,1,8380561970,store674@zudio.in,2022-09-01,2795,33
675,Zudio - Dwarka Central 675,Dwarka,Delhi,3,9615017639,,2019-11-09,3485,11
676,Zudio - Udaipur Mall 676,Udaipur,Rajasthan,1,9295184497,,2025-11-03,3317,14
677,Zudio - Bengaluru Mall 677,Bengaluru,Karnataka,2,8547571843,store677@zudio.in,2023-06-16,4770,27
678,Zudio - Kanpur Mall 678,Kanpur,Uttar Pradesh,2,9494883114,store678@zudio.in,2025-06-12,3989,28
679,Zudio - Lucknow Mall 679,Lucknow,Uttar Pradesh,1,9857964971,store679@zudio.in,2022-07-28,3918,33
680,Zudio - Udaipur Mall 680,Udaipur,Rajasthan,3,7654738843,store680@zudio.in,2023-08-20,2501,8
681,Zudio - Surat Mall 681,Surat,Gujarat,2,9373931699,store681@zudio.in,2026-02-10,4377,20
682,Zudio - Mysuru Mall 682,Mysuru,Karnataka,2,7888358537,store682@zudio.in,2018-06-08,2759,23
683,Zudio - Ahmedabad Central 683,Ahmedabad,Gujarat,1,8290044060,store683@zudio.in,2023-08-23,4675,12
684,Zudio - Udaipur Mall 684,Udaipur,Rajasthan,2,7402867099,store684@zudio.in,2026-02-05,2515,14
685,Zudio - Chennai Central 685,Chennai,Tamil Nadu,1,7476989955,store685@zudio.in,2019-06-10,3851,10
686,Zudio - Mumbai Central 686,Mumbai,Maharashtra,3,7544896876,store686@zudio.in,2018-10-03,0,11
687,Zudio - Ghaziabad Mall 687,Ghaziabad,Uttar Pradesh,2,7209277120,store687@zudio.in,2018-10-22,2612,25
688,Zudio - Kolkata Mall 688,Kolkata,West Bengal,2,9651237312,store688@zudio.in,2022-07-28,2425,20
689,Zudio - Nagpur Central 689,Nagpur,Maharashtra,1,8045415483,store689@zudio.in,2023-09-12,1728,20
690,Zudio - Lucknow Mall 690,Lucknow,Uttar Pradesh,2,7277555154,store690@zudio.in,2022-10-20,2892,22
691,Zudio - Vadodara Central 691,Vadodara,Gujarat,3,8818062550,store691@zudio.in,2024-12-05,3280,20
692,Zudio - Kolhapur Central 692,Kolhapur,Maharashtra,3,8356722974,store692@zudio.in,2018-12-12,4511,19
693,Zudio - Salem Mall 693,Salem,Tamil Nadu,2,7518993817,store693@zudio.in,2021-12-18,3793,28
694,Zudio - Nagpur Mall 694,Nagpur,Maharashtra,3,9244222160,,2023-08-11,2291,34
695,Zudio - Nagpur Mall 695,Nagpur,Maharashtra,3,7154650645,store695@zudio.in,2025-08-23,4022,9
696,Zudio - Dwarka Mall 696,Dwarka,Delhi,3,7452876035,store696@zudio.in,2026-02-12,4015,21
697,Zudio - Dwarka Central 697,Dwarka,Delhi,1,8238772667,store697@zudio.in,2022-04-12,1200,20
698,Zudio - Dwarka Mall 698,Dwarka,Delhi,2,8321914085,store698@zudio.in,2025-11-09,1965,30
699,Zudio - Surat Central 699,Surat,Gujarat,1,9462235049,store699@zudio.in,2022-05-12,3726,32
700,Zudio - Rohini Mall 700,Rohini,Delhi,2,7546481927,store700@zudio.in,2022-07-04,3102,12
701,Zudio - Durgapur Mall 701,Durgapur,West Bengal,1,7672072382,store701@zudio.in,2021-07-30,3783,22
702,Zudio - Kolhapur Central 702,Kolhapur,Maharashtra,3,9175339460,store702@zudio.in,2018-09-13,2716,31
703,Zudio - Varanasi Central 703,Varanasi,Uttar Pradesh,3,9255657570,store703@zudio.in,2024-06-21,-2653,12
704,Zudio - Pune Mall 704,Pune,Maharashtra,2,7568978362,store704@zudio.in,2022-12-16,1692,22
705,Zudio - Kota Mall 705,Kota,Rajasthan,2,9109073018,store705@zudio.in,2023-02-17,3654,12
706,Zudio - Hubli Central 706,Hubli,Karnataka,2,7022846933,store706@zudio.in,2025-08-08,2208,25
707,Zudio - Jodhpur Central 707,Jodhpur,Rajasthan,2,9951122054,store707@zudio.in,2022-09-01,3394,9
708,Zudio - Chennai Central 708,chennai,Tamil Nadu,3,9046862762,store708@zudio.in,2021-12-19,2633,9
709,Zudio - Noida Mall 709,Noida,Uttar Pradesh,3,9361459720,store709@zudio.in,2020-09-28,2061,32
710,Zudio - Nagpur Central 710,Nagpur,Maharashtra,3,9012998171,store710@zudio.in,2024-09-05,3773,12
711,Zudio - Chennai Central 711,Chennai,Tamil Nadu,3,8882491248,store711@zudio.in,2019-12-30,2943,23
712,Zudio - New Delhi Central 712,New Delhi,Delhi,3,7491255047,store712@zudio.in,2025-10-07,2763,19
713,Zudio - Rajkot Central 713,Rajkot,Gujarat,3,7222994321,store713@zudio.in,2024-02-09,4249,15
714,Zudio - Chennai Mall 714,Chennai,Tamil Nadu,1,9195638706,store714@zudio.in,2019-10-31,3775,20
715,Zudio - Jaipur Mall 715,Jaipur,Rajasthan,2,9782694677,store715@zudio.in,2021-12-05,3080,12
716,Zudio - Jodhpur Central 716,Jodhpur,Rajasthan,3,7416585842,store716@zudio.in,2023-02-19,2363,18
717,Zudio - Salem Mall 717,Salem,Tamil Nadu,3,9224353758,store717@zudio.in,2022-01-11,2580,14
718,Zudio - Vadodara Central 718,Vadodara,Gujarat,1,7823456784,store718@zudio.in,2021-04-10,3250,29
719,Zudio - Ahmedabad Central 719,Ahmedabad,Gujarat,2,7917034481,,2023-06-12,3313,21
720,Zudio - Siliguri Central 720,Siliguri,West Bengal,3,7313264716,store720@zudio.in,2019-02-25,3058,11
721,Zudio - Delhi Mall 721,Delhi,Delhi,3,9969344943,store721@zudio.in,2020-04-20,2424,8
722,Zudio - Howrah Central 722,Howrah,West Bengal,2,9194535137,store722@zudio.in,2024-04-20,3206,18
723,Zudio - Durgapur Mall 723,Durgapur,West Bengal,2,9092069544,store723@zudio.in,2022-08-30,3835,22
724,Zudio - Hubli Mall 724,Hubli,Karnataka,2,8441744242,store724@zudio.in,2026-01-31,3843,24
725,Zudio - Bengaluru Mall 725,Bengaluru,Karnataka,2,7274823340,store725@zudio.in,2024-01-20,2187,27
726,Zudio - Kolhapur Central 726,Kolhapur,Maharashtra,2,9147774590,store726@zudio.in,2020-03-29,3581,19
727,Zudio - Salem Central 727,Salem,Tamil Nadu,3,7487648356,store727@zudio.in,2018-07-21,2992,19
728,Zudio - Rajkot Mall 728,Rajkot,Gujarat,3,8697353176,store728@zudio.in,2022-11-20,4328,29
729,Zudio - Vadodara Central 729,Vadodara,Gujarat,2,7730968555,store729@zudio.in,2021-03-25,3860,12
730,Zudio - Jodhpur Central 730,Jodhpur,Rajasthan,3,9590049736,store730@zudio.in,2025-10-31,2551,12
731,Zudio - Jodhpur Central 731,Jodhpur,Rajasthan,1,7567593405,,2020-03-27,0,11
732,Zudio - New Delhi Central 732,New Delhi,Delhi,2,9574434833,store732@zudio.in,2022-06-17,2481,22
733,Zudio - Coimbatore Central 733,Coimbatore,Tamil Nadu,3,7263329932,store733@zudio.in,2023-04-14,5023,33
734,Zudio - Mangaluru Central 734,Mangaluru,Karnataka,2,7091268377,store734@zudio.in,2025-05-20,4442,26
735,Zudio - Kota Central 735,Kota,Rajasthan,2,9807466414,store735@zudio.in,2023-05-15,2480,16
736,Zudio - Ahmedabad Mall 736,Ahmedabad,Gujarat,3,7359982734,store736@zudio.in,2020-09-05,3348,34
737,Zudio - Mumbai Mall 737,Mumbai,Maharashtra,3,7693110789,store737@zudio.in,2025-04-23,3941,21
738,Zudio - Kolkata Central 738,Kolkata,West Bengal,2,8360090853,store738@zudio.in,2022-11-08,3975,9
739,Zudio - Jodhpur Mall 739,Jodhpur,Rajasthan,2,7812992130,store739@zudio.in,2020-03-24,3476,9
740,Zudio - Kolhapur Central 740,Kolhapur,Maharashtra,3,7455985764,store740@zudio.in,2018-09-29,1965,24
741,Zudio - Hubli Central 741,Hubli,Karnataka,2,9742965226,store741@zudio.in,2023-06-04,2261,13
742,Zudio - Delhi Mall 742,Delhi,Delhi,2,8140510304,store742@zudio.in,2022-06-02,3554,23
743,Zudio - Salem Central 743,Salem,Tamil Nadu,2,7927569726,store743@zudio.in,2025-09-29,1728,12
744,Zudio - Jaipur Central 744,Jaipur,Rajasthan,2,9224378833,store744@zudio.in,2021-10-21,1200,14
745,Zudio - Lucknow Central 745,Lucknow,Uttar Pradesh,3,9414243989,store745@zudio.in,2019-08-29,4252,26
746,Zudio - Kolkata Central 746,Kolkata,West Bengal,2,7581011416,store746@zudio.in,2022-08-20,4140,20
747,Zudio - Varanasi Central 747,Varanasi,Uttar Pradesh,3,7203844948,store747@zudio.in,2023-06-15,3570,15
748,Zudio - Varanasi Mall 748,Varanasi,Uttar Pradesh,3,8792498797,store748@zudio.in,2022-07-08,2861,16
749,Zudio - Lucknow Mall 749,Lucknow,Uttar Pradesh,3,7656936398,store749@zudio.in,2019-11-15,3201,9
750,Zudio - Surat Mall 750,Surat,Gujarat,2,9091825062,store750@zudio.in,2019-04-03,3113,21
751,Zudio - Dwarka Central 751,Dwarka,Delhi,3,9156972404,store751@zudio.in,2020-07-17,3212,19
752,Zudio - Siliguri Central 752,Siliguri,West Bengal,2,8893129665,store752@zudio.in,2018-07-21,2939,33
753,Zudio - Tiruchirapalli Central 753,Tiruchirapalli,Tamil Nadu,3,9258074447,store753@zudio.in,2022-11-01,2706,13
754,Zudio - Delhi Mall 754,Delhi,Delhi,3,9598132795,store754@zudio.in,2025-08-06,3435,17
755,Zudio - Delhi Mall 755,Delhi,Delhi,2,8192544840,store755@zudio.in,2023-12-06,3861,22
756,Zudio - Mumbai Mall 756,Mumbai,Maharashtra,2,8897120008,store756@zudio.in,2022-04-30,4186,18
757,Zudio - Madurai Mall 757,Madurai,Tamil Nadu,2,7368282953,store757@zudio.in,2019-05-13,4072,26
758,Zudio - Varanasi Central 758,Varanasi,Uttar Pradesh,2,9322449278,store758@zudio.in,2019-11-20,3558,12
759,Zudio - Howrah Mall 759,Howrah,West Bengal,3,8694574967,store759@zudio.in,2021-06-29,4266,26
