order_id,customer_id,store_id,order_date,order_status,payment_mode
637,648,998,2026-05-07,Completed,Card
638,1840,1314,2023-03-02,Completed,UPI
639,1259,1453,2025-10-26,,Card
640,385,755,2024-03-21,Completed,Card
641,1007,235,2026-05-27,Completed,Net Banking
642,68,1072,2026-06-18,Completed,Card
643,347,570,2025-01-28,Completed,Cash
644,957,219,2025-05-16,,Net Banking
645,837,1914,2024-06-13,Completed,UPI
646,1665,273,2026-01-17,Completed,UPI
647,70,1941,2026-03-26,Returned,UPI
648,71,273,2025-11-27,Completed,Cash
649,3,1336,2024-08-04,Completed,UPI
650,1415,1105,2024-04-18,Completed,UPI
651,1540,352,2024-03-26,Completed,UPI
652,1487,1386,2026-06-15,Completed,UPI
653,1341,984,2025-04-02,Completed,Card
654,1877,1738,2024-07-16,Completed,Card
655,401,679,2024-06-25,Completed,UPI
656,1456,1931,2025-11-14,Returned,UPI
657,234,986,2025-12-28,Returned,UPI
658,497,117,2023-09-02,Completed,Cash
659,1182,1754,2024-06-07,Cancelled,UPI
660,1719,1657,2024-12-04,Completed,Card
661,847,1088,2024-08-01,Completed,Net Banking
662,89,1739,2026-01-15,Cancelled,Cash
663,401,1106,2025-08-16,Completed,Cash
664,810,1123,2025-04-07,Completed,Net Banking
665,1067,587,2024-05-19,Completed,Net Banking
666,1861,435,2025-12-21,Completed,UPI
667,490,425,2023-12-23,Completed,UPI
668,1121,136,2025-08-20,Completed,UPI
669,1876,740,2024-08-02,Completed,Cash
670,1313,688,2025-03-21,Completed,UPI
671,1482,32,2024-11-21,Completed,Cash
672,1901,1905,2026-04-03,Completed,UPI
673,970,67,2025-11-14,Returned,Card
674,110,1742,2025-05-27,Completed,UPI
675,1364,1200,2024-11-17,Completed,UPI
676,1165,1431,2024-08-02,Completed,Card
677,1233,1752,2023-03-06,Completed,Card
678,1006,760,2024-10-31,Completed,UPI
679,984,1263,2023-03-22,Completed,Cash
680,1533,695,2025-12-14,Returned,Cash
681,1992,1859,2023-07-21,Completed,UPI
682,796,520,2025-10-09,Completed,Cash
683,1637,1933,2025-08-02,Completed,Cash
684,1021,1715,2024-03-14,Completed,Card
685,919,1990,2026-05-31,Completed,UPI
686,730,1892,2026-01-25,Completed,UPI
687,495,666,2026-03-22,Completed,  UPI  
688,1018,1026,2023-06-20,Completed,UPI
689,611,1553,2026-06-10,,UPI
690,1121,1883,2024-09-12,Completed,Card
691,648,487,2024-04-16,Completed,Card
692,133,1354,2024-11-12,Completed,UPI
693,1071,1345,2023-03-31,Completed,UPI
694,1124,98,2023-11-04,Cancelled,Net Banking
695,501,121,2025-01-26,Completed,Card
696,1600,1532,2025-04-17,Completed,Card
697,898,1049,2025-01-08,Completed,UPI
698,1883,912,2026-01-27,Completed,Net Banking
699,882,1070,2025-07-13,Returned,Cash
700,63,254,2026-05-02,Completed,UPI
701,953,1509,2026-06-18,Completed,UPI
702,531,261,2023-08-25,Completed,Card
703,938,711,2025-11-06,,Net Banking
704,367,1605,,,UPI
705,1530,3,2026-03-12,Completed,UPI
706,1894,1933,2026-05-09,Completed,Card
707,1441,954,2023-02-20,Returned,UPI
708,612,531,2025-02-14,Completed,UPI
709,34,614,2026-03-12,Completed,Card
710,866,670,2025-01-23,Completed,Card
711,29,67,2026-01-24,Completed,UPI
712,345,1226,2023-12-29,Completed,UPI
713,97,298,2025-12-08,Completed,upi
714,704,1428,2025-11-08,Returned,UPI
715,953,1063,2023-06-25,Returned,UPI
716,653,1196,2026-06-19,Completed,Card
717,1792,1942,2025-03-09,Completed,UPI
718,1720,1588,2024-08-17,Completed,Cash
719,1802,826,2023-12-14,Completed,Card
720,111,1171,2026-06-26,Completed,UPI
721,1108,1004,2026-05-31,Completed,Cash
722,1839,1667,2024-12-07,Completed,Net Banking
723,95,216,2025-11-22,Completed,Cash
724,994,1451,2026-04-23,Completed,UPI
725,429,985,2023-03-26,Completed,UPI
726,175,1844,2025-05-09,Completed,UPI
727,125,813,2026-03-16,Completed,Card
728,1492,633,2023-10-15,Completed,Card
729,236,621,2026-05-18,Completed,Card
730,27,257,2026-06-15,Completed,Card
731,1666,1620,2023-04-09,Completed,Cash
732,1407,243,2024-08-25,Completed,Cash
733,1925,1786,2025-03-12,Completed,UPI
734,556,1990,2026-06-21,,UPI
735,305,486,2025-08-19,Completed,Net Banking
736,1452,431,2024-10-01,Completed,Card
737,287,1440,2024-05-10,Completed,UPI
738,1763,1652,2024-09-30,Completed,Card
739,549,1199,2023-01-17,Returned,Card
740,311,1015,2026-01-14,,Cash
741,1919,279,2025-08-24,Completed,Net Banking
742,1705,1015,2026-03-08,Completed,Net Banking
743,343,1392,2023-01-01,Completed,Net Banking
744,1168,536,2024-12-20,Returned,UPI
745,1624,1950,2024-10-02,Completed,Card
746,1983,912,2026-06-07,Completed,Cash
747,1882,1180,2025-04-12,Completed,UPI
748,1742,140,2023-07-21,Completed,Card
749,408,1889,2025-02-14,Completed,UPI
750,816,1931,2024-09-14,Completed,Net Banking
751,128,409,2025-12-25,Completed,UPI
752,1367,825,2024-02-11,Returned,UPI
753,487,157,2026-02-22,Completed,UPI
754,725,1030,2026-03-25,Completed,Card
755,319,1431,,Completed,UPI
756,1390,1311,2023-09-07,Completed,Cash
757,1224,1769,2025-12-05,Completed,Card
758,1921,308,2024-06-06,Completed,UPI
759,1234,464,2026-01-06,Completed,UPI
760,1467,617,2024-10-12,Completed,UPI
761,1977,1889,2025-10-08,Completed,UPI
762,344,620,2023-06-24,Completed,Card
763,878,1565,2024-03-28,Completed,Card
764,1077,593,2024-05-02,Returned,UPI
765,1451,1434,2026-06-15,Completed,Card
766,1092,1074,2025-11-27,Completed,UPI
767,1322,762,2023-10-23,Completed,Card
768,1425,1760,2023-05-10,Completed,Cash
769,1304,886,2023-07-06,Returned,Card
770,1727,799,2025-07-06,Returned,Cash
771,235,1629,2025-03-02,Completed,Card
772,1638,1145,2024-02-26,Cancelled,UPI
773,1064,1275,2025-12-13,Completed,Cash
774,746,1066,2025-07-15,Completed,Cash
775,4013,539,2025-09-24,Completed,Card
776,207,438,2026-05-14,Cancelled,Cash
777,1582,542,2026-04-22,Returned,UPI
778,55,763,2023-04-26,Completed,Card
779,475,1919,2023-02-20,Completed,Net Banking
780,1732,1424,2024-11-27,Completed,UPI
781,1409,570,2025-02-08,Completed,UPI
782,1407,1890,2025-03-24,Completed,Card
783,673,1004,2026-06-17,Completed,Net Banking
784,120,1010,2026-06-25,Completed,UPI
785,523,1830,2023-01-06,,UPI
786,1606,1335,2023-03-14,Completed,UPI
787,866,309,2025-04-15,Returned,Card
788,1503,189,2025-03-06,Completed,UPI
789,581,706,2026-06-01,Completed,UPI
790,1676,1709,2025-09-27,Completed,UPI
791,831,1407,2024-09-13,Completed,UPI
792,74,902,2026-03-18,Completed,Card
793,1979,984,2026-05-22,Completed,UPI
794,63,1477,2024-05-11,,Card
795,97,1455,2026-06-11,Returned,Card
796,1825,899,2024-05-07,Completed,Net Banking
797,1124,1110,2024-12-01,Completed,UPI
798,1159,1403,2025-08-11,Completed,Cash
799,643,384,2025-07-17,Completed,Card
800,1401,825,2023-05-17,Completed,Card
801,344,205,2025-04-09,Completed,Cash
802,1795,707,2024-02-12,Completed,Card
803,1744,1793,2026-02-22,Completed,Card
804,1090,403,2026-01-07,Completed,Net Banking
805,832,1717,2023-06-03,Completed,Cash
806,1567,801,2024-07-05,Completed,UPI
807,278,1371,2023-05-21,Completed,Net Banking
808,1823,1917,2025-04-03,Completed,Card
809,1260,262,2026-03-29,Cancelled,UPI
810,938,803,2024-08-28,Completed,UPI
811,1754,1188,2024-12-16,Completed,Net Banking
812,323,72,2025-05-04,Completed,Cash
813,832,1880,2024-07-04,Completed,Cash
814,507,1850,2023-03-14,Completed,UPI
815,1076,767,2024-11-05,Completed,UPI
816,1419,1799,2025-07-10,Completed,UPI
817,259,1330,2025-02-13,Completed,Cash
818,616,685,2025-02-23,Completed,UPI
819,1107,917,2026-04-29,Completed,Cash
820,1818,437,2025-05-25,Completed,Card
821,1604,382,2024-07-02,Completed,UPI
822,879,1612,2026-04-11,Cancelled,Card
823,1155,1022,2024-02-26,Completed,UPI
824,1861,55,2024-12-28,Completed,Card
825,81,231,2025-05-30,Completed,Net Banking
826,1014,877,2023-05-01,Completed,Card
827,1970,1789,2026-04-11,Completed,UPI
828,1647,741,2023-07-28,Cancelled,Card
829,823,900,2025-02-09,Completed,CARD
830,1013,709,2026-01-17,Completed,Net Banking
831,3609,48,2026-03-10,Completed,Card
832,249,1035,2024-08-15,Completed,Card
833,1285,1310,2026-01-15,Completed,UPI
834,357,1013,2025-08-15,Completed,Card
835,1226,98,2024-09-08,Completed,UPI
836,1141,1423,2026-05-30,Completed,UPI
837,1801,490,2026-04-09,Completed,Cash
838,32,1621,2026-04-03,Completed,Net Banking
839,1495,27,2025-03-29,Completed,Card
840,42,934,2026-05-05,Completed,UPI
841,1514,648,2025-06-30,Completed,UPI
842,1599,174,2024-10-17,Completed,Net Banking
843,1953,823,2023-12-12,Completed,UPI
844,39,157,2026-03-03,Completed,UPI
845,67,1211,2026-05-04,Completed,Card
846,217,1090,2024-03-08,Returned,Net Banking
847,1348,1707,2025-04-09,Completed,Card
848,1069,1100,2026-05-29,Completed,UPI
849,3059,179,2026-01-31,Completed,UPI
850,1797,547,2026-01-23,Completed,Card
851,1022,1272,2023-12-12,Completed,Cash
852,1608,306,2026-04-23,Cancelled,UPI
853,1801,1411,2024-03-04,Completed,Net Banking
854,225,458,2023-06-21,Completed,Card
855,1014,1524,2025-01-02,Returned,UPI
856,792,844,2026-05-26,Completed,Cash
857,1023,4122,2025-07-17,Completed,Card
858,937,1772,2026-06-24,Completed,UPI
859,93,575,2023-12-04,Cancelled,UPI
860,1306,17,2025-03-22,Completed,UPI
861,909,1094,2024-09-02,Cancelled,Net Banking
862,1909,1627,2025-03-07,Completed,UPI
863,334,150,2025-06-11,Completed,Card
864,139,236,2025-03-04,Completed,Cash
865,1591,736,2023-10-01,Completed,Net Banking
866,550,884,2025-09-28,Completed,Card
867,325,1029,2025-08-26,Completed,Cash
868,437,520,2024-04-01,Completed,Net Banking
869,1726,921,2025-05-02,Completed,Cash
870,1587,415,2023-03-20,Completed,UPI
871,613,4659,2024-08-26,Completed,Cash
872,159,1638,2026-02-24,Completed,Cash
873,1630,1541,2026-04-18,Completed,UPI
874,633,1159,2025-11-17,Cancelled,Net Banking
875,1253,351,2026-04-13,Completed,Card
876,1980,71,2026-04-12,Completed,UPI
877,316,1954,2024-12-15,Returned,Card
878,1748,688,2024-08-18,Completed,Card
879,1184,614,2026-03-11,Completed,Card
880,1861,1775,2025-11-07,Completed,UPI
881,1609,743,2025-12-26,Completed,Card
882,533,1359,2024-06-11,Completed,Card
883,869,96,2025-08-26,Completed,Cash
884,554,871,2023-03-20,Cancelled,UPI
885,829,787,2023-04-03,,UPI
886,143,835,2026-04-28,Completed,Card
887,499,1188,2024-03-06,Completed,UPI
888,1892,1026,2023-04-17,Completed,UPI
889,1321,1934,2023-08-24,Completed,Card
890,554,875,2026-04-14,Completed,Card
891,977,129,2023-04-03,Completed,Cash
892,505,1509,2026-05-21,Completed,UPI
893,672,552,2025-12-13,Completed,UPI
894,194,36,2023-09-07,Completed,Net Banking
895,1977,880,2025-03-15,Completed,UPI
896,1809,1582,2023-05-20,Completed,UPI
897,684,434,2024-09-13,Completed,Net Banking
898,442,4885,2023-08-20,Completed,UPI
899,113,1856,2025-08-20,Completed,UPI
900,1189,1644,,Returned,Cash
901,458,653,2025-11-25,Returned,Card
902,322,1969,2023-08-13,Completed,UPI
903,1659,267,2025-03-01,Completed,UPI
904,142,359,2026-05-11,Completed,UPI
905,1228,320,2026-05-24,Completed,Cash
906,1657,569,2024-01-15,Completed,Cash
907,1843,1725,2024-09-12,Completed,Card
908,1264,893,2024-07-08,Completed,Cash
909,1073,768,2023-08-26,Completed,Net Banking
910,1117,1685,2025-01-05,Completed,Card
911,821,1003,2025-06-26,Completed,UPI
912,1422,633,2023-10-04,,Card
913,1634,1506,2025-01-23,Returned,Card
914,304,646,2026-04-27,Completed,Card
915,682,971,2026-02-08,Completed,card
916,1882,1518,2023-01-24,Completed,Card
917,1184,1840,2025-09-30,Completed,UPI
918,166,97,2026-05-30,Completed,UPI
919,1332,670,2023-05-20,Completed,UPI
920,954,463,2025-04-22,Cancelled,Cash
921,276,443,2024-06-01,Returned,Card
922,323,201,2024-08-18,Completed,UPI
923,465,1930,2025-10-18,Completed,Cash
924,42,1023,2024-12-12,Completed,Net Banking
925,672,789,2026-02-08,Completed,Card
926,398,1860,2023-11-21,Completed,Cash
927,966,1482,2025-07-07,Completed,Cash
928,1738,1069,2025-09-19,Completed,UPI
929,652,261,2026-04-05,Returned,UPI
930,1417,735,2023-12-31,Completed,UPI
931,951,1012,2024-02-24,Completed,Net Banking
932,684,191,2025-06-22,Completed,Cash
933,915,358,2025-12-29,Completed,Net Banking
934,1513,337,2023-06-03,Completed,Cash
935,1310,254,2026-06-24,Completed,Cash
936,995,1768,2026-06-15,Returned,Card
937,1126,1419,2023-12-31,Completed,UPI
938,592,1682,2025-09-23,Completed,UPI
939,1930,535,2026-01-27,Completed,UPI
940,725,881,,Completed,UPI
941,1311,1513,2026-03-27,Completed,UPI
942,264,1798,2023-02-22,Completed,UPI
943,1474,864,2024-02-29,Returned,UPI
944,70,1927,2025-10-23,Returned,Card
945,1173,919,2026-05-25,Completed,Cash
946,656,1752,2025-11-28,Completed,Card
947,1764,1538,2025-04-04,Completed,Cash
948,1508,953,2026-03-25,Completed,Card
949,1040,883,2026-05-02,Completed,UPI
950,286,837,2024-02-26,Completed,UPI
951,6592,683,2024-03-09,Completed,UPI
952,578,561,2023-06-10,Completed,UPI
953,1093,1785,2025-12-06,Cancelled,Card
954,1045,6312,2026-04-21,Completed,UPI
955,1746,1794,2023-03-19,Completed,UPI
956,534,102,2025-08-07,Completed,Card
957,1985,905,2026-03-07,Cancelled,Cash
958,1417,1462,2024-01-28,,UPI
959,1663,116,2025-04-23,Completed,Card
960,1321,690,2025-09-15,Completed,UPI
961,729,1005,2026-04-16,Completed,Net Banking
962,1717,1267,2025-08-06,Completed,UPI
963,748,861,2024-07-16,Completed,Card
964,329,1376,2023-09-01,Completed,Card
965,936,1753,2025-03-22,Completed,UPI
966,1025,273,2025-06-02,Completed,Cash
967,441,1715,2024-12-10,Completed,UPI
968,850,1286,2025-12-21,Completed,Cash
969,235,249,2026-03-16,Completed,UPI
970,1844,1159,2024-01-19,Completed,Card
971,1586,1681,2025-04-17,Completed,Card
972,1263,1093,2023-07-01,Completed,UPI
973,1066,1928,,Completed,Card
974,1429,817,2024-05-03,Completed,UPI
975,689,409,2026-02-25,Completed,Cash
976,938,265,2026-02-13,Completed,UPI
977,1902,709,2023-05-29,Completed,Card
978,131,1596,2023-11-22,Completed,UPI
979,1290,650,2026-05-01,Cancelled,Card
980,748,1345,2023-01-18,Completed,UPI
981,617,1813,2026-05-03,Completed,Card
982,825,1716,2025-06-22,Completed,Card
983,984,1385,2023-10-22,Returned,Card
984,75,1030,2025-08-31,Returned,Net Banking
985,1367,319,2025-02-06,Completed,Card
986,1051,1744,2025-01-18,Completed,Net Banking
987,1947,738,2023-03-06,Completed,Cash
988,556,326,2025-03-15,Completed,UPI
989,18,1609,,Completed,UPI
990,1910,1903,2023-12-02,Completed,Card
991,1389,585,2023-11-27,Completed,UPI
992,762,977,2025-06-13,Completed,Card
993,1483,581,2023-11-16,Completed,upi
994,225,1135,2023-06-25,Completed,UPI
995,1049,735,2025-06-16,,UPI
996,1207,551,2024-03-29,Completed,Cash
997,1651,1213,2024-09-17,Completed,UPI
998,985,1817,2026-06-10,Completed,UPI
999,1189,966,2024-06-09,Completed,UPI
1000,571,1985,2025-04-01,Completed,Card
1001,813,1694,2024-06-21,Completed,Card
1002,542,58,2024-07-07,,UPI
1003,902,455,2025-08-18,Completed,Net Banking
1004,1815,959,2026-02-16,Completed,UPI
1005,17,22,2023-06-05,Completed,Cash
1006,1091,753,2023-03-12,Completed,UPI
1007,1583,1483,2024-03-10,Completed,Net Banking
1008,717,956,2025-01-29,Cancelled,UPI
1009,783,39,2025-02-18,Completed,Cash
1010,65,984,2023-12-04,Returned,Cash
1011,1964,352,2024-01-24,Completed,Card
1012,287,923,2026-06-09,Completed,UPI
1013,1094,1313,2024-12-31,Completed,UPI
1014,1580,1682,2023-02-07,Completed,UPI
1015,1256,694,2025-10-18,Completed,Card
1016,56,306,2023-12-17,Completed,UPI
1017,96,133,2026-05-15,Completed,UPI
1018,1743,1486,2025-05-03,Cancelled,Card
1019,410,1470,2025-06-05,Completed,UPI
1020,334,1133,2025-11-17,Completed,UPI
1021,67,1398,2025-03-08,Completed,Cash
1022,1031,1665,2025-10-29,Completed,UPI
1023,1210,1015,2025-07-04,Completed,UPI
1024,1668,1845,2026-04-30,Completed,UPI
1025,1199,1499,2026-01-31,Completed,Card
1026,1895,350,2023-01-11,Completed,UPI
1027,211,487,2026-02-05,Completed,UPI
1028,1275,1564,2025-12-29,Completed,Card
1029,394,211,2025-07-11,Completed,UPI
1030,464,1822,2025-06-09,Completed,Net Banking
1031,482,525,2023-12-21,Completed,Card
1032,1510,1246,2024-03-22,Completed,Net Banking
1033,576,717,2023-11-13,Completed,Cash
1034,652,816,2025-05-28,Completed,Card
1035,815,408,2023-04-04,Completed,Card
1036,1760,1365,2023-08-31,Returned,UPI
1037,671,1984,2024-08-30,Cancelled,  Card  
1038,1471,236,2025-03-20,Completed,UPI
1039,574,1137,2023-04-27,Completed,UPI
1040,1886,542,2025-06-29,Completed,UPI
1041,1573,106,2023-04-01,Completed,UPI
1042,426,1973,2024-01-15,Completed,Cash
1043,793,887,2026-04-25,Completed,Net Banking
1044,674,564,2024-05-01,Completed,UPI
1045,542,1854,2023-01-24,Completed,Card
1046,494,856,2023-05-03,Completed,UPI
1047,921,1157,2026-01-02,Returned,  UPI  
1048,1362,185,2026-03-16,Completed,Card
1049,1513,1375,2024-03-10,Completed,Cash
1050,1146,1940,2025-07-26,Completed,UPI
1051,271,1811,2025-02-17,Completed,Card
1052,1316,1916,2023-09-02,Completed,UPI
1053,396,594,2025-02-19,,UPI
1054,484,1469,2025-06-07,Completed,Card
1055,1990,1635,2023-03-19,Completed,Cash
1056,1250,77,,Completed,UPI
1057,539,66,2025-09-03,Completed,UPI
1058,1044,223,2023-11-08,Completed,UPI
1059,1035,1594,2025-09-28,Returned,Net Banking
1060,940,1861,2024-06-05,Completed,Net Banking
1061,1336,1224,2024-10-10,Completed,Card
1062,1239,843,2023-02-10,Completed,Cash
1063,779,699,2024-12-18,Completed,UPI
1064,361,748,2025-12-30,Completed,UPI
1065,1434,542,2025-11-05,Completed,UPI
1066,659,228,2025-11-22,Completed,UPI
1067,157,202,2024-01-02,,Card
1068,282,1490,2024-11-04,Completed,UPI
1069,732,670,2024-06-11,Returned,Cash
1070,1974,1908,2025-12-23,Completed,UPI
1071,408,923,2026-03-14,Completed,Net Banking
1072,1936,82,2024-12-06,Completed,Card
1073,718,171,2024-12-06,Returned,Cash
1074,1817,209,2023-12-09,Returned,UPI
1075,1421,582,2024-08-24,Completed,UPI
1076,240,1289,2026-03-08,Completed,Card
1077,1722,1035,2025-01-19,Cancelled,Cash
1078,1091,1250,2024-02-05,Completed,Net Banking
1079,1111,54,2023-02-16,Completed,Card
1080,835,696,2026-03-22,Completed,Cash
1081,1198,825,2025-12-19,Completed,Card
1082,1786,5385,2025-02-01,Completed,Cash
1083,1978,771,2024-09-07,Completed,Net Banking
1084,1258,1192,2025-07-27,Completed,Cash
1085,1039,1380,2024-07-31,Completed,Card
1086,199,1641,2026-02-07,Completed,Net Banking
1087,801,1105,2025-04-02,Completed,Cash
1088,121,29,2024-07-20,Completed,Card
1089,119,1439,2024-02-14,Completed,UPI
1090,569,878,2026-06-05,Completed,UPI
1091,1114,330,2025-08-30,Completed,Card
1092,1634,278,2024-10-23,Completed,UPI
1093,494,1429,2025-06-13,Completed,UPI
1094,1820,1678,2025-10-14,Completed,Card
1095,1968,1871,2023-12-01,Completed,Card
1096,264,1158,2026-02-16,Completed,UPI
1097,370,718,2025-12-10,Completed,Cash
1098,1929,1795,2025-08-12,Completed,UPI
1099,1954,336,2025-08-14,Completed,UPI
1100,1896,746,2023-03-24,Completed,UPI
1101,488,74,2023-06-14,Completed,UPI
1102,1675,1784,2025-11-25,Completed,Card
1103,173,1869,2026-03-19,Completed,UPI
1104,266,383,2024-05-08,Completed,Card
1105,261,207,2024-03-11,Completed,Card
1106,594,1742,2024-11-01,Completed,UPI
1107,242,861,2023-02-22,,Card
1108,1208,27,2023-02-17,Completed,Card
1109,767,131,2025-06-29,Completed,UPI
1110,140,549,2025-12-15,Completed,UPI
1111,1019,1642,2025-01-17,Cancelled,Cash
1112,1906,336,2025-03-27,Completed,UPI
1113,1636,474,2024-06-25,Completed,UPI
1114,181,1654,2026-01-02,Completed,Net Banking
1115,248,1373,2025-07-17,Completed,UPI
1116,1914,245,2023-09-26,Completed,Card
1117,1141,989,2023-05-17,Completed,Net Banking
1118,628,912,2025-09-25,Completed,UPI
1119,617,1177,2024-05-12,Completed,Card
1120,1046,1771,2023-08-03,Completed,UPI
1121,1832,110,2023-12-11,Returned,UPI
1122,696,695,2026-01-10,Completed,UPI
1123,5288,1850,2023-11-10,Completed,Cash
1124,1663,1397,2025-03-31,Completed,UPI
1125,700,1764,2023-12-15,Completed,Card
1126,1979,923,2026-04-28,Completed,Net Banking
1127,1910,1074,2026-06-11,Completed,Net Banking
1128,4371,1661,2023-08-21,Completed,Card
1129,959,158,2026-06-10,Completed,UPI
1130,74,1175,2025-03-04,Completed,UPI
1131,507,140,2023-06-29,Completed,Card
1132,1724,546,2026-05-06,Completed,Net Banking
1133,221,1865,2025-03-16,Completed,Net Banking
1134,1508,1257,2025-01-02,Completed,UPI
1135,521,4,2024-05-09,Completed,Net Banking
1136,570,1605,2025-12-02,Completed,Card
1137,265,144,2026-02-11,Completed,UPI
1138,852,1502,2024-08-25,Completed,Card
1139,136,1369,2024-05-12,Cancelled,Cash
1140,1784,1736,2024-11-14,Completed,UPI
1141,1934,633,2026-03-31,Completed,Net Banking
1142,1241,881,2025-06-26,Completed,Net Banking
1143,313,1385,2023-02-13,Completed,Card
1144,1693,651,2024-09-07,Completed,Cash
1145,1077,1793,2026-05-25,Completed,Card
1146,1060,1157,2024-01-20,Completed,Card
1147,1228,972,2023-01-17,Cancelled,UPI
1148,139,646,2026-06-28,Completed,  UPI  
1149,1144,227,2026-02-20,Returned,UPI
1150,1174,681,,Completed,UPI
1151,1636,1755,2025-06-14,Completed,Card
1152,1660,1360,2025-02-18,Completed,UPI
1153,1760,271,2023-04-08,Completed,Cash
1154,1411,1500,2025-09-06,Completed,UPI
1155,1288,1330,2025-09-16,Completed,Card
1156,201,997,2024-12-19,Completed,Net Banking
1157,1135,778,2023-02-20,Completed,Cash
1158,133,559,2025-08-16,Completed,UPI
1159,1532,344,2026-02-04,Completed,Card
1160,1500,677,2024-01-28,Completed,UPI
1161,994,616,2026-02-15,Completed,UPI
1162,63,1135,2026-02-05,,Card
1163,1877,1726,2026-02-23,Completed,Net Banking
1164,659,1325,2025-02-07,Completed,UPI
1165,763,1391,2025-04-28,Completed,UPI
1166,526,1930,2025-11-17,Completed,UPI
1167,625,573,2023-11-21,Completed,Card
1168,1241,209,2024-08-05,Completed,Cash
1169,110,197,2024-03-06,Completed,Net Banking
1170,841,1657,2024-12-04,Completed,UPI
1171,776,75,2023-12-27,Completed,UPI
1172,481,1166,2025-05-16,Completed,UPI
1173,412,189,2023-12-24,,UPI
1174,1711,1232,2025-11-21,Completed,UPI
1175,1338,1202,2023-06-08,Completed,Net Banking
1176,933,1303,2026-02-18,Returned,Cash
1177,1047,517,2023-05-03,Completed,Cash
1178,549,1841,2023-12-04,Completed,Cash
1179,599,692,2026-05-29,Completed,UPI
1180,560,840,2025-02-24,Completed,UPI
1181,951,1195,2024-10-30,Completed,Net Banking
1182,1399,1325,2024-09-03,Completed,UPI
1183,1195,392,,Completed,UPI
1184,1739,385,2025-06-29,Completed,UPI
1185,679,461,2024-04-15,Completed,Net Banking
1186,824,1068,2024-04-19,Completed,Cash
1187,372,1377,2025-08-17,Completed,UPI
1188,309,1961,2026-05-12,Completed,Cash
1189,1545,410,2026-02-27,Completed,Cash
1190,1761,705,2025-11-15,Completed,UPI
1191,817,210,2023-09-14,Completed,UPI
1192,1914,993,2026-04-07,Completed,Net Banking
1193,454,296,2026-01-23,Returned,Cash
1194,1331,1782,2025-06-15,Completed,UPI
1195,1448,185,2023-09-02,Cancelled,Cash
1196,1322,1803,2026-01-11,Completed,Card
1197,776,327,2025-08-08,Completed,Net Banking
1198,171,6419,2026-04-13,Completed,Cash
1199,1314,361,2025-08-17,Cancelled,Net Banking
1200,1576,882,2023-05-16,Completed,UPI
1201,1726,619,2024-08-23,Completed,Card
1202,1142,1542,2025-11-17,Completed,UPI
1203,1613,145,2024-08-02,Completed,UPI
1204,262,1979,2023-12-12,Completed,UPI
1205,679,44,2024-01-21,Completed,Net Banking
1206,1512,1072,2024-06-08,Completed,UPI
1207,92,1169,2025-09-03,Completed,Cash
1208,142,423,2026-04-09,Completed,Card
1209,252,770,2023-11-09,Completed,UPI
1210,153,1567,2025-10-10,Completed,UPI
1211,1779,843,2023-11-27,Completed,UPI
1212,1320,387,2025-12-30,Completed,Net Banking
1213,847,406,2024-06-23,Completed,UPI
1214,1146,1492,2025-07-06,Completed,UPI
1215,569,613,2025-10-19,Returned,Card
1216,140,1549,2024-08-22,Completed,Cash
1217,1324,602,2026-02-13,Completed,Card
1218,791,1715,2024-03-06,Completed,Cash
1219,1741,1627,2026-04-24,Completed,UPI
1220,793,1805,2024-01-16,Completed,UPI
1221,977,1991,2025-06-26,Completed,Cash
1222,645,1327,2023-04-21,Completed,UPI
1223,1268,575,2023-09-23,,UPI
1224,113,1584,2025-07-06,Completed,UPI
1225,803,822,2023-04-14,Completed,UPI
1226,324,1999,2023-04-23,Returned,UPI
1227,1837,331,2025-12-23,Completed,Net Banking
1228,1136,1313,2023-01-31,Completed,Card
1229,217,455,2023-09-07,Completed,UPI
1230,1043,544,,Completed,Cash
1231,1223,73,2026-04-11,Cancelled,Net Banking
1232,1063,1413,2023-05-07,Completed,Card
1233,1059,1907,2024-11-14,Completed,UPI
1234,1900,1792,2024-03-30,Completed,Card
1235,185,1956,2025-10-19,Completed,UPI
1236,1597,493,2026-03-20,Completed,Card
1237,14,1561,2025-10-10,Completed,UPI
1238,1877,432,2025-05-09,Completed,UPI
1239,1240,194,2023-08-15,Completed,UPI
1240,1256,817,2026-05-16,Completed,Card
1241,1045,1970,2025-07-19,Completed,UPI
1242,606,1890,2023-05-03,Completed,UPI
1243,1497,1388,2026-04-08,Completed,Card
1244,990,817,2023-03-14,Completed,UPI
1245,634,1413,2025-06-25,Completed,Card
1246,39,821,2025-11-17,Completed,UPI
1247,151,885,2026-03-21,Completed,UPI
1248,378,673,2025-09-21,Completed,Cash
1249,1175,308,2026-05-20,Cancelled,UPI
1250,1654,206,2026-02-28,Completed,Card
1251,1124,1278,2025-10-07,Completed,UPI
1252,861,1870,2023-04-15,Completed,Net Banking
1253,1876,1040,2024-11-22,Completed,UPI
1254,1364,731,2024-05-18,Completed,UPI
1255,725,1472,2023-05-05,Completed,UPI
1256,1914,1270,2025-06-01,Completed,Net Banking
1257,1542,1087,2025-08-27,Completed,Cash
1258,1431,1471,2025-08-10,Completed,UPI
1259,1338,719,2025-03-14,Completed,Card
1260,481,815,2025-11-17,Completed,UPI
1261,1041,451,2026-01-09,Completed,Cash
1262,439,398,2026-01-11,Completed,Net Banking
